job,salary,company,description,belong,experience,edu,address,address_detail 
美工编辑【宣城】,2千-4千,安徽微安网络科技有限公司,"岗位职责：1、能够及时、高效的完成所分配的网站、微信商城设计制作任务；2、与客户有效沟通，提供优质的网页设计和美工作品，根据客户要求及时进行网站、微信商城的修改；3、其他与美工设计相关的工作。任职资格：1、本科及以上学历，动画、美术、平面设计等相关专业，有相关工作经验优先考虑；2、具备独立设计网站页面能力，负责网站版面的设计、改版；3、熟练掌握网页开发软件：Photoshop，Falsh等；4、责任感强，善于沟通，能承受工作压力；5、有扎实的美术功底，良好的创意及品味，有较强视觉创作能力，色彩把握能力。薪资福利：1.见习美工底薪2000（每升一级底薪加500元)+绩效奖金500-3000不等（根据每个月完成量核算）；2.福利：五险，带薪年假，年终奖金，住房补贴，交通补助，部门活动基金，节日礼品，员工活动，员工培训等；3.晋升机制：一线员工--组长--主管--经理；4.工作时间：8:30-12:00,14:00-18:00，单双休，法定节假日休息。联系人：张联系电话：15385634739",宣城 互联网/电子商务 网页设计/制作/美工 ,,本科,宣城,安徽省宣城市宣州区宣城星隆国际写字楼6楼603-604
招淘宝美工实习生、学徒,2千-4千,南京百视维视觉设计有限公司,南京百视维视觉设计有限公司（简称“百视维设计”）现公司招聘资深网页设计师、淘宝美工实习生、学徒企业设计部招：资深平面设计师及网页设计师，要求两年以上工作经验，PS、AI、DW软件熟练，有成熟的作品案例，会手绘者优先考虑，请将作品发至公司邮箱：best_view708@163.com，择优录用，一经录用签订劳动合同，待遇4000-8000元/月。（注：无作品一概视为不合格）企业实训部招：淘宝美工学徒，学后薪资4000元+/月，直面客户，精准高效，小组团队形式（每组仅限8名，只接受提前预约报名，详情请咨询客服QQ：416026026，电话：025-87185873）。学徒实训期间由设计总监及资深设计师带领小组团队合作，参与公司设计项目均会获得高额设计提成，你的能力决定你的价值。·百视维设计部联合实训部推出实用实训模式1）总监授课·小组制：公司独具导师带徒模式，导师由本公司设计总监、美术指导及资深设计师组成，每组学员6-8人，保证兼顾到每一位学员，增强团队意识，加强实战训练；2）经验传授·现场改：所传授知识非课本上按部就班，完全是设计师的多年经验，用最直白的话，最直接的现场设计给学员演示，使学员清晰工作中遇到问题该如何解决；3）真实业务·实战强：所有设计案例都是本公司以往设计业务，学习内容更贴近工作，设计师既是导师又扮演客户，并且所有学员作品设计师都会讲解修改，真正见证你的作品怎么一步步变得完美；4）学习赚钱·有提成：公司合作企业有：南京大学、南京炮院研究所、南京数字电视商会之家、风采少年杂志、中锐化学、苏宁易购、南京中正味食品、信利博物馆、南京水资源投资管理、瑞景人家生态酒店、千里马医药管理等企业，学员后期参与设计业务，分享设计提成（30%-50%设计提成）5）面面俱到·全面性：所学内容全面实用，从软件、理论、实践到营销、设计心理学、摄影绘画，不花哨、不浮夸，做专业的商业设计；6）学前学后·有保障：所有学员学前免费跟着设计师试学2-3天，满意后在决定是否学习，学习即签订协议，学后推荐安排就业，保证每一个学员学会、学好、就业才算真正结束。7）全新装修·环境好：公司于2017年初搬至致远大厦，全新设计装修，设有经理室、设计部、实训室、摄影室、沙发休息区，全天中央空调开放，并提供茶水点心，学习更轻松，心情更愉悦8）业余活动·丰富强：公司定期对学员实行考核，并开展晚间设计案例讨论会、多人桌面游戏、定期户外活动、周末素描手绘课、参加各类社会设计大赛，培养学员的团队意识，增加学员的阅历。··电商设计实训内容：软件类：PS（图像处理设计）/AI（图形绘制制作）/DW（设计布局）理论类：色彩构成（色彩认识、色彩心理、色彩搭配、色彩应用）版式设计（设计中的规律，设计中的韵律，设计中的关系、联系、组合）元素构成（文字排版形式，图文排版形式，元素中对比设计应用）营销心理：产品的特点卖点、客户的兴趣点关注点，信息的归纳提炼，关键词的提取，关联营销布局、情感营销设计、店铺整体规划与定位，设计风格分析、。设计实践：产品海报设计、活动促销海报、活动主题设计、直通车广告位、钻石展位设计、动画广告、宝贝详情页规划定位、详情页风格定位、产品banner设计、模特展示、细节展示、保障性说明、店招设计、导航设计、焦点图设计、各营销模块设计、二级主题页面设计、代码类：HTML构成、表格布局、切片应用、链接、背景制作、旺旺生成DIV+CSS、CSS引入方式、选择器、CSS样式、CSS盒子模型、CSS定位、浮动和伪类JS特效、弹出、旋转、倒计时等等摄影类：单反相机使用、摄影棚内部组成、灯光布置、产品摆放技巧、产品拍摄要点、后期图片处理技巧等。·特色：淘宝美工是以产品展示销售为目的，所以设计必须懂营销，清晰的分析产品的特点卖点，结合摄影修图，精设计、懂营销、会摄影、懂代码这样才是一位出色的电商设计师。,宣城 互联网/电子商务 网页设计/制作/美工 ,,学历不限,宣城,南京市江宁区天元东路58号致远大厦701室（竹山路地铁口、思伯特投创产业园）
网页设计制作美工+双休/五险一金,4千-6千,北京世普荣新科技有限公司,岗位职责：1、对网页设计有浓厚的兴趣，有新颖的创意思路，较深的设计功底，善于视觉艺术传达；2、主要负责公司商城网站，app的设计；3、有一定的UI设计功底。4、如果熟悉前端技术，能进行简单的页面修改更好。福利待遇：1、公司提供丰厚的薪资待遇，五险一金，年底2-6月奖金，并每年两次调薪2、享有国家规定的法定假期、带薪年休假等福利待遇3、公司提供定期体检，月度聚餐，节日旅游等活动4、五天工作制，早9点-晚17：30，周末双休,宣城 互联网/电子商务 网页设计/制作/美工 ,,中专,宣城,北京市海淀区中关村
【Cc电竞】聘联盟DNF王者荣耀游戏代练,4千-6千,郑州青之橙计算机科技有限公司,有意者请联系在线QQ：361180722报名方式如下：关注微信公众号：DLGZS521（内含所有游戏价格接单流程）【一单一结】岗位职责：在线接任务，按时完成，熟悉对LOL、地下城、CF、逆战、梦话2、王者荣耀，魔兽，怪物猎人OL守望等热门网络游戏操作。LOL：段位净胜等级陪练DNF：深渊PK异界等级王者荣耀：段位等级陪练、直播等多种类型单子进行完成。按要求操作各类手游、页游等业务。任职要求：1、熟练操作一款游戏，有一定的技术；2、有上网条件：(本公司不提供工作地点)；3、年轻有冲劲有毅力肯吃苦，真心喜欢游戏行业；4、每天有足够的时间上网；【可全职】5、应聘年龄：16-35岁。没有严格的等级制度，我们有优良的资源单，大家一起努力奋斗。工作时间：不限。任意时间段内在线接单即可。自己安排好时间。本公司另诚聘外宣/客服，入职后提供培训。男女不限，有无经验都可。欢迎有志人士的加入！1.只要有一款自己觉得玩得不错的游戏人，或者热爱游戏的朋友随时欢迎加入我们的代练团队！有意者请联系在线QQ：361180722【请认准uc电竞工作室，3年的代练水平从未被超越】,宣城 互联网/电子商务 游戏设计/开发 ,,学历不限,宣城,郑州青之橙计算机科技有限公司
java讲师,6千-8千,宣城市结创信息技术有限公司合肥办事处,岗位要求：1、3年以上Java开发经验；2、熟悉JSP、Servlet、JavaBean等相关技术；3、熟悉Struts、Spring、Hibernate等相关技术；4、熟悉Java、Ajax等相关技术；5、熟练使用Eclipse开发工具，Tomcat应用服务器；6、熟悉SQLServer数据库，熟悉Oracle者优先；薪资福利待遇：1、底薪+绩效+课时费+奖金，综合收入在6000-9000元之间；2、享受国家规定五险一金以及带薪休假、病假、年假；3、公司提供优秀的工作平台和公平的晋升机制，是有能力、有想法的人才最好的起飞坪；4、对于工作优秀的员工提供一年一次旅游；5、对于每位员工都将提供专业化系统化的岗前培训系统、岗中训练以及能力提升训练工作地址宣城市宣州区响山路188号智谷软件产业园,宣城 互联网/电子商务 Java开发工程师 ,,学历不限,宣城,宣城市宣州区响山路188号智谷软件产业园
急聘 电子商务技术（助理）可实习+餐补,4千-6千,合肥诺博源软件科技有限公司,要求：1）对互联网感兴趣，有热情2）高中中专以上学历3）熟练使用互联网工具4）能吃苦耐劳，有学习心态5)主要负责网络的推广，通过网络进行大量推广。6)必须充分了解公司的产品，平台。7)认真完成上级主管交办的各项工作，绝对服从命令。8)要求自信，性格外向，善于沟通，处事积极。薪资福利：1、统一做五休二。早上9:00--12：00，下午13：30--18:002、户口申报及居住证办理3、试用期2000--3000元/月，转正后4000--7000元/月4、提供住宿，有健全的五险一金5、给予完善的绩效考核，年终奖金及定期调薪6、完善的培养体系和晋升机制7、带薪休假（年假，婚假，丧假，病假，培训假等）8、丰富的业余集体活动（拓展，旅游，聚餐，年会等）,宣城 互联网/电子商务 电子商务专员/助理 ,,大专,宣城,合肥市黄山路与金寨路交叉口91号立基大厦B座10楼
SEM竞价专员 百度竞价 网络竞价 竞价专员,6千-8千,上海国丹医院投资管理有限公司,"岗位职责:1、负责公司百度、搜搜、搜狗竞价账户的调价工作与网盟推广；2、负责百度关键词的搜集,整理以及分析关键词的行业价值；3、负责编写百度广告标题,描述创意以及广告的上架；4、实时关注关键词排名并做出合理的调价；5、关键词的效果跟踪和统计跟踪效果；6、关键词投入产出比跟踪、统计每日的消费、流量,并优选关键词提高质量度；7、广告创意效果跟踪和竞价转换的统计；岗位要求:1、要求有1年以上医疗行业百度、搜搜、搜狗竞价平台相关工作经验；2、有相关医疗行业工作经验者优先；3、良好的沟通能力和表达能力,具有快速准确的反应能力；4、具有比较强的分析能力同时要具备很强的责任心；5、无工作经验者勿投简历；6、工作地点：南京。公司名称：上海国丹医院投资管理有限公司公司地址：南京市中华路127号外运大厦9楼（夫子庙水游城旁边）公司网址：http://www.shguodan.com/乘车路线：乘地铁1号线到三山街站下，乘公交到三山街、升州路站下电话：025-82224058联系人：卓先生联系电话：15380985847有意向的可联系QQ282209444",宣城 互联网/电子商务 SEO/SEM ,,学历不限,宣城,南京市中华路127号外运大厦9楼（夫子庙水游城旁边）
运营总监,1.5万-2万,安徽优我同行科技有限公司,岗位职责：1、负责APP整体的规划、运营、推广和管理，带领团队执行运营计划;2、统筹并通过产品运营、用户运营、活动运营，实现用户的留存、活跃及转化指标；3、组织产品运营数据分析和市场状况分析，根据分析结果指导产品运营策略制定和实施；4、行业内相关产品尤其是竞争性产品的监测；5、制定产品运营策略，并针对市场的变化制定和调整后续运营战略；6、对运营工作进行数据跟踪，定期分析运营效果并提供后续运营方案。任职资格：1、本科及以上学历，5年以上互联网运营经验，2年以上团队管理经验，有独立承担项目的成功案例；2、懂用户、懂互联网、能准确把握用户心理；3、熟悉互联网产品运营的各种办法，有较强的数据分析与逻辑分析能力；4、有强烈的工作愿望与责任心，有包容不同意见的工作态度，极强的团队合作精神；5、思维活跃，善于沟通和协调资源，能承担较强的工作压力。,宣城 互联网/电子商务 运营总监 ,5-10年,学历不限,宣城,蜀山区长江西路与肥西路交口环球中心A座26楼
电商运营店长,4千-6千,颂智(香港)实业有限公司合肥分公司,岗位素养：1、你绝佳的审美观点让你无法满足任何一个差强人意的平面作品和推广文案；2、你一定拥有卓绝的全局观和统筹计划能力，且有敏锐的市场嗅觉，狼性文化是所熟知的；3、你足够强大的耐心和毅力使得能够让你在团队中带领所有人冲刺各种活动；4、你是一个组织管理能力的强者，你的目的一定是CEO。任职要求：1、大专以上学历，3年以上电商运营策划推广、运营管理经验，有2年以上淘宝天猫京东的运营管理工作者优先考虑；2、熟悉天猫/京东商城的操作规范和流程，精通网上销售和购物、推广、优化、维护等技能知识；3、富有激情，时间观念强，可带领团队在规定时间内达到预期目标；有经营运作的成功案例者或淘宝TP经验者优先；4、具备独特的产品、用户心理及需求分析能力，对发展潮流高度关注，且拥有优秀的统筹规划能力、创新思维及领导力；5、具有很强的事业心、责任感、学习能力、抗压能力，良好的协作精神和职业道德。岗位待遇：除与您能力绝对相匹配的薪资收入外，我们还将提供：1、免费提供公司内部住宿，或者上下班班车接送；2、五险一金，体检，旅游，节日福利，年终0-5倍年终奖金；3、良好的职业发展空间，最终您将成为公司的首席运营官和专职讲师。工作时间：9:00-17:30双休,宣城 互联网/电子商务 网店运营 ,1-3年,大专,宣城,合肥市经开区繁华大道和创新大道交叉口工投·立恒工业广场2期A2号9楼
天猫京东运营,6千-8千,安徽泾县紫星宣纸工艺品有限公司,负责网店整体规划、营销推广、客户关系管理等系统性工作，负责日常改版策划、上架、推广、营销、售后服务等经营与管理工作负责网店日常维护，保证网店的正常运作，优化店铺及商品排名负责执行与配合公司的相关营销，策划店铺促销活动方案负责收集市场和行业信息，提供有效应对方案制定营销计划，带领团队完成营销业绩目标客户关系维护，处理相关客户投诉及纠纷问题,宣城 互联网/电子商务 网店运营 ,,学历不限,宣城,安徽泾县开发区燕青科技园7号2层紫星宣纸
软件测试工程师实训生,3千-6千,昆山中创软件工程有限责任公司,软件工程师实训生培养方案n培养方向：软件开发工程师（Java/Android/IOS）、软件测试工程师n课程内容：v主流的JAVA开发技术：Web网页开发、Java面向对象编程、J2EE、JavaWeb开发技术等；v主流的移动应用开发技术：Android、IOS、HTML5等；v主流的测试技术：白盒测试、功能测试工具Selenium、性能测试工具LoadRunner及Jmeter、移动测试技术等；v主流数据库的原理、使用规范、数据操作：Oracle、SQLServer、DB2、MySQL等。n实训周期：3个月n收费标准：8000元/人n缴费方式：(1)一次性现金交付；(2)助学贷款：先实训，再付款。n实训特点1.就业中创工作无忧：实训合格即录用到中创软件工作，实训、实习、就业一站式服务。结业考试不合格者，可免费参加下一期实训班学习，确保个人能力得到综合提升。2.在建项目亲历实训：实训项目全部采用中创软件在建的实际应用项目，让您体验最先进的网络应用开发实践，提前感受职业氛围。3.一流师资一流环境：实训期间的讲师、辅导老师全部来自中创软件一线项目经理，手把手辅导每一位学员。培训学校配备专用实训教室及餐厅和宿舍，学习、生活环境优雅舒适。,宣城 互联网/电子商务 软件测试 ,,大专,宣城,江苏省昆山市巴城镇学院路388号
兼职：网络工程师、POS运维工程师、服务器工程师,1千-2千,北京富通金信计算机系统服务有限公司,POS运维工程师工作职责：1、负责POS机的安装和调试及维护工作；2、负责POS机使用的培训和指导；职位要求：1、计算机相关专业；至少一年相关工作经验2、认真负责在限定时间完成工作；可以短期（1-3天）出差3、具备良好的沟通，协调能力；4、具备IBMPOS机硬件知识，软件安装、调试者优先考虑。应聘请登录：www.linkdo.cc网络部署工程师工作职责：负责客户现场常见（CISCO、HUAWEI、MAIPU等）中低端网络设备的安装、调试、技术问题解决及客户培训等。职位要求：1、通信工程、电子、计算机相关专业，熟悉网络通信基础知识和相关协议；具备CCNA、CCNP或相当水平。2、1年以上网络项目实施经验，能完成常见网络设备的安装、调试、故障排除；3、很好的沟通表达能力、团队协调能力；4、可以适应短期出差。应聘请登录：www.linkdo.ccX服务器工程师工作职责：IBM服务器产品的上架、售后、巡检等服务职位要求：1、通信、计算机、电子相关专业毕业2、较强的学习能力、沟通协调能力、独立分析问题和解决问题的能力；有良好的专业素质和很好的学习能力3、熟悉计算机及相关产品原理；掌握计算机硬件和软件基础知识，熟悉IBM服务器优先；精通windows操作系统及SUSE系统4、动手能力较强5、良好的英文阅读能力6、可以适应出差。应聘请登录：www.linkdo.cc工作地址北京市朝阳区惠新东街8号设计大厦14层,宣城 互联网/电子商务 IT技术支持/维护工程师 ,,学历不限,宣城,北京市朝阳区惠新东街8号设计大厦14层
技术支持工程师,4千-6千,合肥优帆信息科技有限公司,任职要求：1、计算机相关专业，大专及以上学历，沟通能力佳；2、熟练掌握桌面PC的维护与使用，对PC服务器、存储产品等有简单了解，具备一定的网络基础知识；3、具备独立实施软件产品或项目至少1年以上的经验；4、熟悉oracle数据库、RedHatlinux的安装、管理，了解websphere、Apache、Tomcat等技术。5、具备集中培训用户的经验或政府软件项目技术支持工作经验的优先考虑。本岗位为软件项目技术支持工作为主。工作地点：合肥、芜湖、阜阳、亳州、宿州、淮北、淮南、蚌埠、滁州、六安、安庆、黄山、马鞍山、铜陵、池州、宣城；全省16个地市均可，可根据自身情况选择工作地点。,宣城 互联网/电子商务 IT技术支持/维护工程师 ,,学历不限,宣城,高新区软件园1号楼3层
技术支持工程师（宣城）,4千-6千,安徽卓新信息科技有限公司,1、计算机相关专业，大专及以上学历，沟通能力佳；2、熟练掌握桌面PC的维护与使用，对PC服务器、存储产品等有简单了解，具备一定的网络基础知识；3、具备独立实施软件产品或项目至少1年以上的经验；4、熟悉oracle数据库、RedHatlinux的安装、管理，了解websphere、Apache、Tomcat等技术。5、具备集中培训用户的经验或政府软件项目技术支持工作经验的优先考虑。说明：本岗位为软件项目技术支持工作为主。工作地点：合肥、芜湖、阜阳、亳州、宿州、淮北、淮南、蚌埠、滁州、六安、安庆、黄山、马鞍山、铜陵、池州、宣城；全省16个地市均可，可根据自身情况选择工作地点。,宣城 互联网/电子商务 IT技术支持/维护工程师 ,1-3年,大专,宣城,合肥市高新区红枫路7号富邻广场研发2号楼7层
国企8k云计算工程师（零基础转行可投）,8千-1万,云唯+,应聘者：你好，很高兴你能抽空了解我们云唯+的招聘信息，我们公司招聘云计算，大数据，数据中心运维工程师，上岗薪资是在8k-15k。若您有1年以上的工作经验，请直接给我们投递简历。若您是零基础想要转行，请您进入我们的官网http://www.yunweiplus.com（云唯＋）详细了解，或者咨询我们的招聘主管.联系人：李主管电话:13264099069qq:1373501279微信：13264099069报名条件：1、大专以上学历，应往届统招理工类毕业生优先。2、计算机科学与技术、计算机网络、软件工程、生仪、机电、电子技术、自动化、电子商务、应用数学等相关专业优先，其他专业亦可。3、年龄要求21岁——35岁，有志于长期在IT行业发展。岗位职责：1、负责云计算平台整体架构设计，建设规划；2、云计算相关技术跟进及云计算项目跟进；3、负责云计算平台整体架构设计方案编写与技术交流；4、云计算项目实施与运维，以及云计算项目客户培训；5、熟悉主流操作系统，数据库配置与维护；6、路由与交换原理，简单配置面试地址：中国农科院云计算人才孵化基地,宣城 互联网/电子商务 IT技术支持/维护工程师 ,,学历不限,宣城,北京市昌平校区中国农机试验站云唯+人才孵化基地
网络工程师/IT运维工程师（兼职）- 华东,6千-8千,北京海拓环宇科技有限公司,"公司业务：公司专注全国性的系统集成工程和IT运维服务，具体内容可以到我们的网站上做进一步了解，由于业务辐射全国，为了给客户一个比较快速的时间响应、降低现场支持成本，我们需要在项目当地寻找工程师配合公司处理一些产品售后以及项目支持的工作。工作内容：1、协助处理工程师居住地产品售后，技术支持工作（例如：安装调试、定期巡检、软件升级、专项功能配置、故障排查等）；2、提供远程技术支持；3、提供某一产品领域的解决方案，如安全、语音、视频、服务器、存储等。任职资格：一、基础网络方面：1、精通CISCO、华为、HP（H3C）等主流网络厂商产品线；2、熟悉路由交换设备的部署及配置；3.、有300信息点以上网络实施和维护经验者优先；二、网络安全方面1、熟悉计算机网络安全领域的现况和发展，熟悉防火墙、VPN、IDS/IPS等网络安全产品的原理；2、熟悉主流厂商的IDS/IPS产品、防毒墙、流量控制产品等；三、网络存储方面：1、熟悉NAS和SAN存储机构，熟悉EMC、IBM、HP、NetApp等存储厂家的存储平台和软硬件产品,有相关的安装调试的经验；2、有安装调试服务器的经验，包括机架式服务器上架，做硬件raid，安装操作系统，双机热备等；3、对UNIX/Linux等操作系统有一定了解；四、语音视频方面：1、熟练掌握华为、宝力通、泰德、SONY等国内外主流厂商视讯产品的安装调试方法；2、有视讯项目实施和设计经验，能够撰写视讯解决方案，能够独立完成视讯项目；特别提示：工作时间：提前约定时间，利用您全职工作以外的空闲时间；工作地点：您所在城市，同城派单。劳务费用：根据工作内容，强度，交通距离等因素按次结算，现场结束1-2个工作日付款。适应人群：有以上技能之一者，即可投递简历，尤其适合全职工作之余有闲暇的工程师。不管您在哪个城市，只要您有技术，有时间，我们就有工作机会等你来接单！",宣城 互联网/电子商务 IT技术支持/维护工程师 ,1-3年,大专,宣城,北京市海淀区中关村东路8号东升大厦C座211室
机房运维工程师,4千-6千,合肥盛鹏软件有限公司,一年以上系统集成项目工作经验，有丰富的网络、硬件知识。熟悉网络、主机、数据库、安全中的一项即可！熟悉国网电力业务优先。1、网络有网络相关认证，熟悉tcp/ip协议，独立配置管理过交换机、路由器、防火墙等网络设备，具有独立网络故障排查能力，1年以上网络集成管理相关经验；2、主机熟悉主要厂商PC服务器、IBM或HP小型机，独立熟练的部署、管理linux、aix、hp-ux操作系统，熟悉lvm逻辑卷管理、网络配置、文件系统管理、进程管理、shell编程、定时任务、主机安全、双机及存储管理等，1年以上主机实施或运维工作经验；3、oracle数据库熟悉oracle数据库，两年以上数据库相关工作经验，熟悉数据库物理和逻辑结构，故障排查，性能调优，备份恢复，RAC群集。本职位招聘初级、中级、高级各个阶段的工程师，欢迎投递简历！,宣城 互联网/电子商务 IT技术支持/维护工程师 ,1-3年,大专,宣城,安徽省合肥市经开区中环城
IT技术支持维护工程师（无责任底薪+高项目提成）,4千-6千,北京世普荣新科技有限公司,任职要求：1、通信、计算机、信息安全等相关专业，专科或以上学历；2、熟悉网络通信技术及信息安全相关技术3、了解交换机、路由求、防火墙、VPN、负载均衡等网络设备，有相关工作经验者优先4、了解PKI体系，有相关产品技术支持经验者优先5、有责任心，具备团队合作精神。福利待遇：1、公司提供丰厚的薪资待遇，五险一金，年底2-6月奖金，并每年两次调薪2、享有国家规定的法定假期、带薪年休假等福利待遇3、公司提供定期体检，月度聚餐，节日旅游等活动4、五天工作制，早9点-晚17：30，周末双休,宣城 互联网/电子商务 IT技术支持/维护工程师 ,,中专,宣城,北京市海淀区中关村
网络管理员（宣城）,3.2千-3.5千,芜湖恒天易开软件科技股份有限公司,岗位职责：1、熟悉网络布线、电话故障排查、公司电话布线等，负责公司计算机软硬件及办公设备的日常维护及管理，2、熟悉多种操作系统的安装和维护，并有网络安全、电脑病毒等维护经验，优化网络系统，规划调整设备配置，熟悉路由器/交换机/防火墙的配置。任职要求：1、1年以上网络管理员相关工作经验。计算机相关专业，大专以上学历2、熟练驾驶车辆持C1及以上驾驶证3、做事认真负责、积极主动,宣城 互联网/电子商务 网络管理员 ,,学历不限,宣城,安徽省宣城市宣州区水阳江大道278号农村公路管理局3楼
电信通信工程师,4千-6千,合肥伟坤信息科技有限公司,为满足4GLTE项目正常运转，以及即将到来的5G时代，5G技术在未来几年内会覆盖日常生活中各行各业，通信工程师的缺口会日趋扩大，为了满足现在通信技术行业的发展，更为了未来5G的到来储备人才，现需招聘2015-2017年专本科毕业生若干，培养从事LTE网络优化相关工作，具体要求如下：1、通过专业技能手段不段优化网，是通信行业里面技术含量相对高端的专业。同时薪资待遇相对较高的职业，基本1-2年后新资都在1-2万元/月以上，工作环境优越，都在移动大楼里面办公。2、其中中国的4G移动通信技术全球领先。这是个高薪职业，也是领先技术行业，4G从15年开始大规模建设和使用，因此行业目前急需人才，欢迎大家加入。3、对于应届生及转行人员，公司提供LTE网优技能培训，其中集中培训1个月，项目实训实习1个月。4、项目实训实习期间有2000-3000元/月的餐补及包住宿，项目实训通过后直接转正，转正后初始薪资基本都在3500以上及公司提供良好住宿，岗位要求：1、通信工程、电子信息、计算机类相关专业，统招专本科学历；2、欲在通信行业长期发展，吃苦耐劳、责任心强、适应力强；3、良好的沟通能力，愿意与人交流；4、能适应全国范围内出差，公司提供住宿；享受福利：社会保险、电话费报销、笔记本电脑补贴、生日聚餐、节假日特殊补贴、带薪假期等。公司提供有竞争力的薪资体系公司提供住宿公司提供参加厂家认证培训机会每年4次待遇晋级的机会联系人：顾经理联系方式：17730037816,宣城 互联网/电子商务 电信网络工程师 ,无经验,大专,宣城,合肥伟坤信息科技有限公司
高级C++开发工程师,1万-1.5万,北京华乐思教育科技有限公司,"职位描述：1、参与公司软件产品的设计；2、负责协调小组其他人员完成开发任务；3、负责软件开发过程数据结构、流程、算法设计；4、负责C/C++应用程序开发及文档编写。任职资格：1、大学本科及以上学历；2、计算机相关专业，三年以上C/C++开发经验，有良好的编码规范；3、熟悉Windows桌面程序开发，擅长C++面向对象的编程，熟练使用设计模式；4、对内存池及线程池有深刻的理解；5、精通数据结构，熟悉SQLServer,Access,Sqlite、MySQL等数据库的使用及原理；6、熟练使用duilib界面库及WindowsAPI者优先；7、熟悉网络功能开发，了解异步I/O及Windows下异步通信模型（Select和IOCP）；8、熟练使用Winsock，多线程，了解常用通信协议TCP/IP，HTTP；9、对网络攻击防御有深刻了解；10、关注当前流行的各项技术，有自己明确的发展方向。",互联网/电子商务 ,3-5年,本科,北京,北京市中关村生命科学园 生命园路21号 奥瑞金办公楼
高级java工程师,1.5万-2万,北京众汇宜居科技有限公司,"岗位职责：1、参与系统架构设计，功能规划、需求分析设计与技术实现；2、完成核心/重要模块的设计、编码、测试以及相关文档。3、参与代码设计、审核和检查。4、帮助团队解决开发中遇到的难点问题，参与技术攻坚工作。5、参与系统稳定性、性能和扩展性调试。任职要求:1、5年以上大型B/S项目实际开发经验；2、Java基础扎实，良好的代码风格，熟悉J2EE规范，熟悉常用设计模式；3、熟悉JVM性能优化、对系统性能优化层面有自己的见解；4、熟练使用开源技术以及框架（Spring，SpringMvc、Hibernate、MyBatis、Lucence、Solr，Dubbo等）；5、熟练设计开发使用Oracle，MySQL，Mongodb等数据库；6、熟悉XML、HTML、Javascript（Jquery）的使用和应用开发以及AJAX技术，熟悉相关前端框架（如JUI，EasyUI等）；7、熟悉Linux环境以及操作，熟悉Resin，Apache，Tomcat，Nginx等开源的服务器；8、对于高并发处理机制及相关技术有所了解，熟悉集群，分布式相关技术及中间件，有实际实践经验者优先考虑；8、能够及时关注业界最新技术动态和发展方向，能够独立研究并乐于分享技术,同时，要有强烈的责任心、主动性和团队合作精神；",互联网/电子商务 ,5-10年,大专,北京,北京市海淀区甘家口甲183号
java高级软件工程师,1万-2万,北京中科江南信息技术股份有限公司,岗位职责：1、负责日常Java开发及系统的概要设计/指导工作；2、负责软件开发，系统编码实现；3、协助版本测试及修改工作；4、售后支持保障工作；5、参与研发过程改进活动，使研发过程得到持续改进，提高开发效率。任职资格：1、正规院校本科及以上学历，软件工程、计算机、数学、信息安全、网络工程等相关专业；2、三年以上财务、管理类软件的设计和开发经验，从事过大规模应用的性能架构和优化项目；3、熟悉EXT、GWT、Ajax、JSP，熟练使用数据库SQL语言或JavaEE和SSH框架；4、有webservice开发经验或有基于内存数据库应用开发经验或有异构数据库同步开发经验者优先；5、有良好的沟通协调能力、分析判断能力及领导能力。,互联网/电子商务 ,3-5年,本科,北京,北京市海淀区万泉河路68号
上市企业招聘定向委培JAVA实习生,8千-1万,北京华信智原教育技术有限公司,"一、岗位职责：1、完成软件系统代码的实现，编写代码注释和开发文档；2、辅助进行系统的功能定义,程序设计；3、根据设计文档或需求说明完成代码编写，调试，测试和维护；4、分析并解决软件开发过程中的问题；5、协助测试工程师制定测试计划，定位发现的问题；6、配合项目经理完成相关任务目标。二、职位要求：1、大专及以上学历，应届毕业生优先（有计算机基础可以放宽学历要求）。2、有计算机基础，愿意深入java软件开发并长期从事；3、求知欲强，有较强的沟通能力，有较强的理解，逻辑分析能力，能够理解以及处理复杂逻辑；4、有较强的团队合作精神，有责任心；三、福利1、节假日礼品、购物卡的发放；员工生日时聚餐2、五险一金、法定节假日正常休，如有加班，会有加班补助（每日工资的两倍）3、公司不定期季度进行团建活动面试地点：北京海淀区交大科技大厦13层",互联网/电子商务 ,,本科,北京,北京市海淀区上园村3号交大科技大厦12A03
java服务器,1万-2万,北京佳仕汇管理咨询有限公司,1、计算机或相关专业专科或以上学历，有游戏开发工作经验。2、2年以上java开发经验，有良好的后端代码编写风格。3、熟练掌握Oracle或SQLServer数据库开发；4、热爱游戏事业。5、为人诚信，工作主动，有责任心，沟通能力良好，具有良好的团队意识。,互联网/电子商务 ,3-5年,学历不限,北京,北京市海淀区清河同源大厦11层
